                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     13,                 2.0678,                 1.5618,                 1.5683,                0.49786,                0.60836,                0.57395,                0.30793,                 1.6167,                 1.4056,                 1.6072,              0.0012005,              0.0012005,              0.0012005
                     14,                 2.0753,                 1.5378,                 1.5663,                0.58502,                0.62187,                0.62136,                0.33617,                 1.6415,                 1.3664,                 1.5821,              0.0011964,              0.0011964,              0.0011964
                     15,                 2.0837,                 1.5256,                 1.5576,                0.59041,                0.63909,                 0.6193,                0.33636,                 1.5836,                 1.3473,                 1.5704,              0.0011922,              0.0011922,              0.0011922
                     16,                 2.0451,                 1.4821,                 1.5444,                0.60371,                0.63694,                0.63859,                 0.3438,                  1.596,                 1.3296,                 1.5805,              0.0011881,              0.0011881,              0.0011881
                     17,                 2.0326,                 1.4663,                 1.5434,                0.57159,                0.61934,                0.61476,                0.34035,                 1.6422,                 1.2863,                 1.5753,               0.001184,               0.001184,               0.001184
                     18,                 2.0876,                 1.4849,                 1.5525,                0.57278,                0.62903,                0.62018,                0.33431,                   1.67,                 1.3421,                 1.5847,              0.0011799,              0.0011799,              0.0011799
                     19,                 2.0618,                 1.4692,                 1.5413,                0.60739,                 0.6349,                0.65451,                0.36081,                 1.6346,                 1.2738,                 1.5665,              0.0011757,              0.0011757,              0.0011757
                     20,                 2.0778,                 1.4496,                 1.5372,                0.57122,                0.63627,                0.62843,                0.32659,                 1.7909,                 1.2711,                 1.6377,              0.0011716,              0.0011716,              0.0011716
                     21,                 2.0444,                 1.4441,                 1.5188,                0.63291,                0.66161,                0.66648,                0.36011,                 1.6701,                 1.2305,                 1.5773,              0.0011675,              0.0011675,              0.0011675
                     22,                 2.0448,                 1.4361,                 1.5209,                0.63078,                0.67029,                0.67449,                0.36809,                 1.6817,                 1.2662,                  1.583,              0.0011634,              0.0011634,              0.0011634
                     23,                 2.0949,                 1.4261,                  1.525,                0.65873,                0.62745,                 0.6796,                 0.3716,                 1.6309,                 1.2399,                 1.5757,              0.0011593,              0.0011593,              0.0011593
                     24,                 2.0935,                 1.4176,                 1.5169,                0.61026,                0.65323,                0.67051,                0.37703,                 1.5867,                 1.2413,                 1.5487,              0.0011551,              0.0011551,              0.0011551
                     25,                 2.0924,                 1.3984,                 1.5149,                 0.6409,                0.67992,                0.70688,                0.40519,                  1.561,                 1.2026,                 1.5285,               0.001151,               0.001151,               0.001151
                     26,                 2.0664,                 1.3786,                 1.5035,                0.61929,                0.65997,                0.67135,                0.37714,                  1.668,                  1.238,                 1.5406,              0.0011469,              0.0011469,              0.0011469
                     27,                  2.075,                 1.3779,                 1.5061,                0.60283,                0.66282,                0.67775,                0.37552,                 1.7282,                 1.2347,                 1.5808,              0.0011428,              0.0011428,              0.0011428
                     28,                 2.0954,                  1.378,                 1.4998,                0.63987,                 0.6784,                 0.7081,                0.38896,                 1.7197,                 1.2003,                 1.5418,              0.0011386,              0.0011386,              0.0011386
                     29,                 2.0951,                 1.3672,                 1.4987,                0.67208,                0.69922,                 0.7011,                0.38753,                 1.7632,                 1.2066,                 1.5673,              0.0011345,              0.0011345,              0.0011345
                     30,                 2.0948,                 1.3543,                 1.4881,                0.65065,                0.65592,                0.68436,                0.39036,                 1.6989,                 1.1845,                  1.548,              0.0011304,              0.0011304,              0.0011304
                     31,                 2.0868,                 1.3393,                 1.4847,                0.65688,                0.67837,                0.69919,                  0.402,                 1.6763,                 1.1535,                 1.5424,              0.0011263,              0.0011263,              0.0011263
                     32,                 2.0971,                 1.3414,                  1.492,                0.63452,                0.71068,                0.72046,                0.39885,                 1.6904,                 1.2221,                 1.5493,              0.0011221,              0.0011221,              0.0011221
                     33,                 2.1031,                 1.3412,                 1.4835,                0.60875,                 0.6821,                0.68629,                0.37873,                 1.7589,                 1.1862,                 1.5526,               0.001118,               0.001118,               0.001118
                     34,                  2.085,                 1.3312,                 1.4852,                0.63894,                0.68653,                0.69601,                0.39094,                 1.7345,                 1.1462,                 1.5528,              0.0011139,              0.0011139,              0.0011139
                     35,                 2.1029,                 1.3239,                 1.4872,                0.63021,                0.66805,                0.69549,                0.39428,                  1.755,                  1.166,                 1.5504,              0.0011098,              0.0011098,              0.0011098
                     36,                 2.1281,                 1.3143,                 1.4772,                0.65559,                0.67052,                0.68236,                0.38452,                 1.7896,                 1.1954,                 1.5327,              0.0011056,              0.0011056,              0.0011056
                     37,                  2.088,                 1.2968,                 1.4762,                 0.6962,                0.63159,                0.69393,                0.38907,                 1.8102,                   1.14,                 1.5528,              0.0011015,              0.0011015,              0.0011015
                     38,                 2.1061,                 1.3147,                 1.4806,                0.65209,                0.62458,                0.68378,                0.38778,                 1.8404,                 1.2243,                 1.5558,              0.0010974,              0.0010974,              0.0010974
                     39,                 2.1019,                 1.3008,                 1.4802,                 0.6177,                0.70649,                0.70959,                0.38726,                 1.8163,                 1.1616,                 1.5785,              0.0010933,              0.0010933,              0.0010933
                     40,                 2.1171,                 1.3013,                 1.4752,                0.60456,                0.74319,                0.72206,                0.41151,                 1.8088,                 1.1137,                 1.5528,              0.0010891,              0.0010891,              0.0010891
                     41,                 2.1008,                 1.2745,                 1.4727,                0.68923,                0.67236,                0.72006,                0.41136,                 1.7692,                 1.1114,                 1.5271,               0.001085,               0.001085,               0.001085
                     42,                 2.1121,                 1.2789,                 1.4664,                0.65647,                0.69116,                0.71487,                0.40856,                 1.8458,                 1.1223,                 1.5579,              0.0010809,              0.0010809,              0.0010809
                     43,                 2.1014,                 1.2749,                 1.4652,                0.66055,                0.71834,                0.73574,                0.42281,                 1.7629,                 1.1044,                 1.5522,              0.0010768,              0.0010768,              0.0010768
                     44,                 2.1124,                 1.2601,                  1.467,                0.66685,                0.69065,                0.73967,                0.42198,                 1.7893,                 1.1063,                 1.5466,              0.0010726,              0.0010726,              0.0010726
                     45,                  2.101,                 1.2615,                 1.4723,                0.62914,                0.69528,                0.71987,                0.40874,                  1.781,                 1.1522,                 1.5325,              0.0010685,              0.0010685,              0.0010685
                     46,                 2.0942,                 1.2609,                 1.4531,                0.66245,                0.70109,                0.73284,                0.42257,                 1.7977,                 1.1059,                 1.5239,              0.0010644,              0.0010644,              0.0010644
                     47,                  2.098,                 1.2363,                 1.4557,                0.68085,                0.68359,                0.73037,                0.41258,                  1.939,                 1.1014,                  1.553,              0.0010603,              0.0010603,              0.0010603
                     48,                 2.0714,                 1.2438,                 1.4477,                0.66436,                0.70514,                0.72065,                 0.4049,                 1.9231,                 1.1036,                 1.5542,              0.0010561,              0.0010561,              0.0010561
                     49,                 2.0726,                 1.2358,                 1.4451,                0.64132,                0.70662,                0.72806,                0.40698,                 1.8482,                 1.0975,                 1.5483,               0.001052,               0.001052,               0.001052
                     50,                 2.0796,                 1.2212,                 1.4545,                0.64777,                0.71266,                0.72501,                0.41303,                 1.8169,                 1.1016,                 1.5354,              0.0010479,              0.0010479,              0.0010479
                     51,                 2.0761,                 1.2222,                 1.4459,                  0.668,                0.69048,                0.72676,                0.41574,                  1.853,                 1.0704,                 1.5577,              0.0010438,              0.0010438,              0.0010438
                     52,                 2.0402,                 1.2056,                 1.4485,                0.66302,                0.71261,                0.73835,                0.42329,                    nan,                 1.0578,                 1.5393,              0.0010396,              0.0010396,              0.0010396
                     53,                 2.1008,                 1.2179,                  1.448,                0.66094,                0.73855,                0.74229,                0.42615,                 1.8642,                  1.099,                 1.5395,              0.0010355,              0.0010355,              0.0010355
                     54,                 2.0871,                 1.2094,                 1.4536,                0.69444,                0.67999,                 0.7348,                0.42595,                 1.8561,                 1.0732,                 1.5397,              0.0010314,              0.0010314,              0.0010314
                     55,                 2.0631,                 1.1991,                   1.44,                0.64267,                0.68565,                0.72705,                0.41592,                 1.9337,                 1.0698,                 1.5681,              0.0010273,              0.0010273,              0.0010273
                     56,                 2.0497,                  1.194,                 1.4357,                0.67366,                0.69152,                0.73567,                0.41514,                 1.8628,                 1.0683,                 1.5462,              0.0010231,              0.0010231,              0.0010231
                     57,                 2.0862,                 1.2021,                 1.4373,                0.69719,                0.68471,                0.75622,                 0.4356,                 1.9303,                 1.0625,                 1.5529,               0.001019,               0.001019,               0.001019
                     58,                 2.0564,                  1.177,                 1.4278,                0.66877,                0.68988,                0.73281,                0.42514,                  1.844,                 1.0763,                 1.5336,              0.0010149,              0.0010149,              0.0010149
                     59,                 2.0883,                 1.1897,                 1.4451,                0.68832,                0.70975,                0.75959,                0.43468,                 1.8741,                 1.0529,                 1.5381,              0.0010107,              0.0010107,              0.0010107
                     60,                 2.0446,                 1.1758,                 1.4281,                0.66701,                0.71108,                0.74413,                0.42474,                  1.913,                 1.0495,                 1.5422,              0.0010066,              0.0010066,              0.0010066
                     61,                 2.0602,                  1.176,                 1.4376,                  0.624,                  0.732,                0.73131,                0.41095,                 2.0446,                 1.0761,                 1.5785,              0.0010025,              0.0010025,              0.0010025
                     62,                 2.0436,                 1.1576,                 1.4283,                 0.7017,                0.68365,                0.75511,                0.42918,                 1.9377,                 1.0381,                 1.5516,             0.00099837,             0.00099837,             0.00099837
                     63,                 2.0887,                 1.1691,                 1.4354,                0.70663,                0.67549,                0.74637,                0.42812,                 1.9183,                 1.0413,                 1.5496,             0.00099425,             0.00099425,             0.00099425
                     64,                 2.0309,                 1.1552,                 1.4264,                0.69569,                0.67555,                0.73882,                0.42935,                 1.8715,                 1.0329,                 1.5369,             0.00099013,             0.00099013,             0.00099013
                     65,                 2.0417,                  1.147,                 1.4272,                0.67784,                0.71157,                0.74188,                0.41829,                 1.9352,                 1.0326,                 1.5539,               0.000986,               0.000986,               0.000986
                      0,                 14.773,                 3.5953,                   3.79,                0.36266,                0.18632,                0.08522,                0.02781,                 4.3129,                 3.7051,                 2.8449,             0.00041504,             0.00041504,             0.00041504
                      1,                 4.2779,                 2.4456,                 2.2837,                0.26539,                0.39534,                0.23476,                0.09527,                 2.3891,                 2.1363,                 2.0266,             0.00082896,             0.00082896,             0.00082896
                      2,                 3.0623,                 2.1556,                 1.9213,                0.36685,                0.43624,                0.30053,                0.12289,                 2.0585,                 2.0583,                 1.9283,              0.0012401,              0.0012401,              0.0012401
                      3,                 2.5804,                 1.9959,                 1.7893,                0.38403,                0.51253,                0.40157,                0.19702,                 1.8116,                 1.7736,                 1.7575,              0.0012376,              0.0012376,              0.0012376
                      4,                 2.4002,                 1.8971,                 1.7258,                0.35786,                0.48134,                0.43462,                0.22058,                 1.5277,                 1.6686,                 1.6693,              0.0012376,              0.0012376,              0.0012376
                      5,                  2.309,                  1.824,                 1.6816,                0.38461,                0.52693,                 0.4574,                0.22842,                 1.6666,                 1.6041,                 1.6893,              0.0012335,              0.0012335,              0.0012335
                      6,                 2.2468,                 1.7525,                 1.6581,                0.41865,                0.53886,                0.48793,                0.25619,                 1.5436,                 1.5214,                 1.6369,              0.0012294,              0.0012294,              0.0012294
                      7,                 2.1738,                 1.7149,                 1.6341,                0.49217,                0.49525,                0.50111,                 0.2644,                 1.6132,                 1.4803,                 1.6507,              0.0012252,              0.0012252,              0.0012252
                      8,                 2.1629,                 1.6647,                 1.6167,                 0.4438,                0.61161,                0.53353,                0.26495,                 1.5849,                 1.5655,                 1.6736,              0.0012211,              0.0012211,              0.0012211
                      9,                 2.1054,                 1.6327,                 1.5934,                0.60968,                0.47304,                0.55653,                0.28801,                 1.5221,                 1.4502,                 1.6515,               0.001217,               0.001217,               0.001217
                     10,                 2.1166,                 1.6018,                 1.5851,                0.43347,                0.63478,                0.54668,                0.29791,                 1.4908,                 1.4232,                 1.6145,              0.0012129,              0.0012129,              0.0012129
                     11,                 2.1125,                 1.5998,                 1.5903,                0.49356,                0.64898,                0.58074,                 0.3199,                 1.4972,                 1.3708,                 1.6095,              0.0012087,              0.0012087,              0.0012087
                     12,                 2.0848,                 1.5593,                 1.5795,                0.54084,                0.61783,                0.59272,                0.31538,                  1.549,                 1.3447,                 1.6035,              0.0012046,              0.0012046,              0.0012046
                     13,                 2.0678,                 1.5618,                 1.5683,                0.49786,                0.60836,                0.57395,                0.30793,                 1.6167,                 1.4056,                 1.6072,              0.0012005,              0.0012005,              0.0012005
                     14,                 2.0753,                 1.5378,                 1.5663,                0.58502,                0.62187,                0.62136,                0.33617,                 1.6415,                 1.3664,                 1.5821,              0.0011964,              0.0011964,              0.0011964
                     15,                 2.0837,                 1.5256,                 1.5576,                0.59041,                0.63909,                 0.6193,                0.33636,                 1.5836,                 1.3473,                 1.5704,              0.0011922,              0.0011922,              0.0011922
                     16,                 2.0451,                 1.4821,                 1.5444,                0.60371,                0.63694,                0.63859,                 0.3438,                  1.596,                 1.3296,                 1.5805,              0.0011881,              0.0011881,              0.0011881
                     17,                 2.0326,                 1.4663,                 1.5434,                0.57159,                0.61934,                0.61476,                0.34035,                 1.6422,                 1.2863,                 1.5753,               0.001184,               0.001184,               0.001184
                     18,                 2.0876,                 1.4849,                 1.5525,                0.57278,                0.62903,                0.62018,                0.33431,                   1.67,                 1.3421,                 1.5847,              0.0011799,              0.0011799,              0.0011799
                     19,                 2.0618,                 1.4692,                 1.5413,                0.60739,                 0.6349,                0.65451,                0.36081,                 1.6346,                 1.2738,                 1.5665,              0.0011757,              0.0011757,              0.0011757
                     20,                 2.0778,                 1.4496,                 1.5372,                0.57122,                0.63627,                0.62843,                0.32659,                 1.7909,                 1.2711,                 1.6377,              0.0011716,              0.0011716,              0.0011716
                     21,                 2.0444,                 1.4441,                 1.5188,                0.63291,                0.66161,                0.66648,                0.36011,                 1.6701,                 1.2305,                 1.5773,              0.0011675,              0.0011675,              0.0011675
                     22,                 2.0448,                 1.4361,                 1.5209,                0.63078,                0.67029,                0.67449,                0.36809,                 1.6817,                 1.2662,                  1.583,              0.0011634,              0.0011634,              0.0011634
                     23,                 2.0949,                 1.4261,                  1.525,                0.65873,                0.62745,                 0.6796,                 0.3716,                 1.6309,                 1.2399,                 1.5757,              0.0011593,              0.0011593,              0.0011593
                     24,                 2.0935,                 1.4176,                 1.5169,                0.61026,                0.65323,                0.67051,                0.37703,                 1.5867,                 1.2413,                 1.5487,              0.0011551,              0.0011551,              0.0011551
                     25,                 2.0924,                 1.3984,                 1.5149,                 0.6409,                0.67992,                0.70688,                0.40519,                  1.561,                 1.2026,                 1.5285,               0.001151,               0.001151,               0.001151
                     26,                 2.0664,                 1.3786,                 1.5035,                0.61929,                0.65997,                0.67135,                0.37714,                  1.668,                  1.238,                 1.5406,              0.0011469,              0.0011469,              0.0011469
                     27,                  2.075,                 1.3779,                 1.5061,                0.60283,                0.66282,                0.67775,                0.37552,                 1.7282,                 1.2347,                 1.5808,              0.0011428,              0.0011428,              0.0011428
                     28,                 2.0954,                  1.378,                 1.4998,                0.63987,                 0.6784,                 0.7081,                0.38896,                 1.7197,                 1.2003,                 1.5418,              0.0011386,              0.0011386,              0.0011386
                     29,                 2.0951,                 1.3672,                 1.4987,                0.67208,                0.69922,                 0.7011,                0.38753,                 1.7632,                 1.2066,                 1.5673,              0.0011345,              0.0011345,              0.0011345
                     30,                 2.0948,                 1.3543,                 1.4881,                0.65065,                0.65592,                0.68436,                0.39036,                 1.6989,                 1.1845,                  1.548,              0.0011304,              0.0011304,              0.0011304
                     31,                 2.0868,                 1.3393,                 1.4847,                0.65688,                0.67837,                0.69919,                  0.402,                 1.6763,                 1.1535,                 1.5424,              0.0011263,              0.0011263,              0.0011263
                     32,                 2.0971,                 1.3414,                  1.492,                0.63452,                0.71068,                0.72046,                0.39885,                 1.6904,                 1.2221,                 1.5493,              0.0011221,              0.0011221,              0.0011221
                     33,                 2.1031,                 1.3412,                 1.4835,                0.60875,                 0.6821,                0.68629,                0.37873,                 1.7589,                 1.1862,                 1.5526,               0.001118,               0.001118,               0.001118
                     34,                  2.085,                 1.3312,                 1.4852,                0.63894,                0.68653,                0.69601,                0.39094,                 1.7345,                 1.1462,                 1.5528,              0.0011139,              0.0011139,              0.0011139
                     35,                 2.1029,                 1.3239,                 1.4872,                0.63021,                0.66805,                0.69549,                0.39428,                  1.755,                  1.166,                 1.5504,              0.0011098,              0.0011098,              0.0011098
                     36,                 2.1281,                 1.3143,                 1.4772,                0.65559,                0.67052,                0.68236,                0.38452,                 1.7896,                 1.1954,                 1.5327,              0.0011056,              0.0011056,              0.0011056
                     37,                  2.088,                 1.2968,                 1.4762,                 0.6962,                0.63159,                0.69393,                0.38907,                 1.8102,                   1.14,                 1.5528,              0.0011015,              0.0011015,              0.0011015
                     38,                 2.1061,                 1.3147,                 1.4806,                0.65209,                0.62458,                0.68378,                0.38778,                 1.8404,                 1.2243,                 1.5558,              0.0010974,              0.0010974,              0.0010974
                     39,                 2.1019,                 1.3008,                 1.4802,                 0.6177,                0.70649,                0.70959,                0.38726,                 1.8163,                 1.1616,                 1.5785,              0.0010933,              0.0010933,              0.0010933
                     40,                 2.1171,                 1.3013,                 1.4752,                0.60456,                0.74319,                0.72206,                0.41151,                 1.8088,                 1.1137,                 1.5528,              0.0010891,              0.0010891,              0.0010891
                     41,                 2.1008,                 1.2745,                 1.4727,                0.68923,                0.67236,                0.72006,                0.41136,                 1.7692,                 1.1114,                 1.5271,               0.001085,               0.001085,               0.001085
                     42,                 2.1121,                 1.2789,                 1.4664,                0.65647,                0.69116,                0.71487,                0.40856,                 1.8458,                 1.1223,                 1.5579,              0.0010809,              0.0010809,              0.0010809
                     43,                 2.1014,                 1.2749,                 1.4652,                0.66055,                0.71834,                0.73574,                0.42281,                 1.7629,                 1.1044,                 1.5522,              0.0010768,              0.0010768,              0.0010768
                     44,                 2.1124,                 1.2601,                  1.467,                0.66685,                0.69065,                0.73967,                0.42198,                 1.7893,                 1.1063,                 1.5466,              0.0010726,              0.0010726,              0.0010726
                     45,                  2.101,                 1.2615,                 1.4723,                0.62914,                0.69528,                0.71987,                0.40874,                  1.781,                 1.1522,                 1.5325,              0.0010685,              0.0010685,              0.0010685
                     46,                 2.0942,                 1.2609,                 1.4531,                0.66245,                0.70109,                0.73284,                0.42257,                 1.7977,                 1.1059,                 1.5239,              0.0010644,              0.0010644,              0.0010644
                     47,                  2.098,                 1.2363,                 1.4557,                0.68085,                0.68359,                0.73037,                0.41258,                  1.939,                 1.1014,                  1.553,              0.0010603,              0.0010603,              0.0010603
                     48,                 2.0714,                 1.2438,                 1.4477,                0.66436,                0.70514,                0.72065,                 0.4049,                 1.9231,                 1.1036,                 1.5542,              0.0010561,              0.0010561,              0.0010561
                     49,                 2.0726,                 1.2358,                 1.4451,                0.64132,                0.70662,                0.72806,                0.40698,                 1.8482,                 1.0975,                 1.5483,               0.001052,               0.001052,               0.001052
                     50,                 2.0796,                 1.2212,                 1.4545,                0.64777,                0.71266,                0.72501,                0.41303,                 1.8169,                 1.1016,                 1.5354,              0.0010479,              0.0010479,              0.0010479
                     51,                 2.0761,                 1.2222,                 1.4459,                  0.668,                0.69048,                0.72676,                0.41574,                  1.853,                 1.0704,                 1.5577,              0.0010438,              0.0010438,              0.0010438
                     52,                 2.0402,                 1.2056,                 1.4485,                0.66302,                0.71261,                0.73835,                0.42329,                    nan,                 1.0578,                 1.5393,              0.0010396,              0.0010396,              0.0010396
                     53,                 2.1008,                 1.2179,                  1.448,                0.66094,                0.73855,                0.74229,                0.42615,                 1.8642,                  1.099,                 1.5395,              0.0010355,              0.0010355,              0.0010355
                     54,                 2.0871,                 1.2094,                 1.4536,                0.69444,                0.67999,                 0.7348,                0.42595,                 1.8561,                 1.0732,                 1.5397,              0.0010314,              0.0010314,              0.0010314
                     55,                 2.0631,                 1.1991,                   1.44,                0.64267,                0.68565,                0.72705,                0.41592,                 1.9337,                 1.0698,                 1.5681,              0.0010273,              0.0010273,              0.0010273
                     56,                 2.0497,                  1.194,                 1.4357,                0.67366,                0.69152,                0.73567,                0.41514,                 1.8628,                 1.0683,                 1.5462,              0.0010231,              0.0010231,              0.0010231
                     57,                 2.0862,                 1.2021,                 1.4373,                0.69719,                0.68471,                0.75622,                 0.4356,                 1.9303,                 1.0625,                 1.5529,               0.001019,               0.001019,               0.001019
                     58,                 2.0564,                  1.177,                 1.4278,                0.66877,                0.68988,                0.73281,                0.42514,                  1.844,                 1.0763,                 1.5336,              0.0010149,              0.0010149,              0.0010149
                     59,                 2.0883,                 1.1897,                 1.4451,                0.68832,                0.70975,                0.75959,                0.43468,                 1.8741,                 1.0529,                 1.5381,              0.0010107,              0.0010107,              0.0010107
                     60,                 2.0446,                 1.1758,                 1.4281,                0.66701,                0.71108,                0.74413,                0.42474,                  1.913,                 1.0495,                 1.5422,              0.0010066,              0.0010066,              0.0010066
                     61,                 2.0602,                  1.176,                 1.4376,                  0.624,                  0.732,                0.73131,                0.41095,                 2.0446,                 1.0761,                 1.5785,              0.0010025,              0.0010025,              0.0010025
                     62,                 2.0436,                 1.1576,                 1.4283,                 0.7017,                0.68365,                0.75511,                0.42918,                 1.9377,                 1.0381,                 1.5516,             0.00099837,             0.00099837,             0.00099837
                     63,                 2.0887,                 1.1691,                 1.4354,                0.70663,                0.67549,                0.74637,                0.42812,                 1.9183,                 1.0413,                 1.5496,             0.00099425,             0.00099425,             0.00099425
                     64,                 2.0309,                 1.1552,                 1.4264,                0.69569,                0.67555,                0.73882,                0.42935,                 1.8715,                 1.0329,                 1.5369,             0.00099013,             0.00099013,             0.00099013
                     65,                 2.0417,                  1.147,                 1.4272,                0.67784,                0.71157,                0.74188,                0.41829,                 1.9352,                 1.0326,                 1.5539,               0.000986,               0.000986,               0.000986
                     66,                 2.0522,                 1.1532,                 1.4295,                 0.6616,                0.70354,                0.75315,                0.42481,                 1.9654,                 1.0235,                 1.5657,             0.00098187,             0.00098187,             0.00098187
                     67,                 2.0106,                 1.1279,                 1.4203,                  0.666,                0.70772,                0.74979,                0.43433,                 1.9043,                 1.0218,                 1.5422,             0.00097775,             0.00097775,             0.00097775
                     68,                 2.0456,                 1.1399,                 1.4252,                0.68199,                0.70812,                0.75315,                0.42604,                  1.998,                 1.0461,                 1.5572,             0.00097362,             0.00097362,             0.00097362
                     69,                 2.0534,                 1.1253,                  1.421,                0.67989,                0.72628,                0.76212,                0.43583,                 1.9335,                0.99726,                 1.5316,              0.0009695,              0.0009695,              0.0009695
                     70,                 1.9894,                 1.1161,                 1.4049,                0.69245,                0.73539,                0.77396,                0.44673,                 1.9303,                 1.0071,                 1.5452,             0.00096537,             0.00096537,             0.00096537
                     71,                 2.0195,                 1.1184,                 1.4154,                0.64442,                0.71936,                0.74469,                0.42414,                 1.9688,                 1.0227,                 1.5616,             0.00096125,             0.00096125,             0.00096125
                     72,                 2.0069,                 1.1252,                   1.41,                0.68786,                0.71442,                0.74627,                0.43293,                  1.916,                 1.0217,                 1.5387,             0.00095712,             0.00095712,             0.00095712
                     73,                 1.9925,                 1.1081,                 1.4011,                0.67077,                0.69147,                0.75176,                 0.4287,                  1.949,                 1.0409,                 1.5553,               0.000953,               0.000953,               0.000953
                     74,                 2.0119,                 1.1149,                  1.409,                0.69638,                0.70047,                0.76246,                0.43794,                 1.9618,                  1.041,                 1.5579,             0.00094887,             0.00094887,             0.00094887
                     75,                 2.0028,                 1.1075,                 1.4105,                0.70871,                0.70393,                0.76544,                0.44068,                 1.9321,                0.99559,                  1.542,             0.00094475,             0.00094475,             0.00094475
                     76,                 1.9985,                 1.1033,                 1.4031,                0.67906,                0.71239,                0.76365,                0.44526,                 1.9411,                0.99168,                 1.5497,             0.00094062,             0.00094062,             0.00094062
                     77,                 1.9933,                 1.0927,                 1.4031,                0.70972,                0.70297,                0.76428,                0.43938,                  1.958,                 1.0164,                 1.5513,              0.0009365,              0.0009365,              0.0009365
                     78,                 1.9747,                 1.0944,                 1.4058,                0.71572,                0.70761,                0.74873,                0.43035,                 1.9236,                 1.0196,                 1.5448,             0.00093238,             0.00093238,             0.00093238
                     79,                 2.0025,                  1.093,                 1.4092,                0.70974,                0.67127,                0.74507,                0.43193,                 1.9913,                0.99125,                 1.5626,             0.00092825,             0.00092825,             0.00092825
                     80,                 1.9606,                 1.0872,                 1.3982,                0.68376,                0.72915,                0.75153,                0.43142,                 2.0019,                 1.0085,                 1.5592,             0.00092413,             0.00092413,             0.00092413
